"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Raltegravir|Concentration in container [µmol/l]","Organism|Lumen|Raltegravir|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0
0,3,0.00225508,0.00823205,0.0001221356
0,6,0.02554028,0.05052557,0.0005458759
0,9,0.07413839,0.1175451,0.001248024
0,12,0.1417806,0.2012343,0.00220494
0,15,0.2241348,0.29721,0.003392116
0,18,0.3179036,0.4022222,0.004784893
0,21,0.4203737,0.5137626,0.006360354
0,24,0.5293193,0.6298812,0.008098017
0,27,0.642921,0.7490308,0.009979747
0,30,0.7596799,0.8699601,0.0119895
0,33,0.8783535,0.9916347,0.01411298
0,36,0.9979118,1.113202,0.01633749
0,39,1.117481,1.233937,0.01865144
0,42,1.236327,1.35323,0.02104433
0,45,1.353837,1.470574,0.02350667
0,48,1.469497,1.585541,0.02602974
0,51,1.582871,1.697773,0.02860548
0,54,1.693597,1.80697,0.03122651
0,57,1.801372,1.912886,0.03388598
0,60,1.905945,2.015316,0.03657754
0,63,2.007111,2.114099,0.0392953
0,66,2.104703,2.209101,0.04203379
0,69,2.198589,2.300224,0.04478791
0,72,2.288664,2.38739,0.04755292
0,75,2.374852,2.470549,0.05032441
0,78,2.457101,2.549668,0.05309828
0,81,2.535376,2.624734,0.0558707
0,84,2.609662,2.695747,0.05863814
0,87,2.679958,2.762723,0.06139727
0,90,2.746276,2.825687,0.06414502
0,93,2.808641,2.884677,0.06687854
0,96,2.867088,2.939738,0.06959519
0,99,2.921663,2.990927,0.07229251
0,102,2.972418,3.038305,0.07496827
0,105,3.019415,3.08194,0.07762037
0,108,3.062721,3.121908,0.08024691
0,111,3.102407,3.158288,0.08284613
0,114,3.138551,3.191161,0.08541644
0,117,3.171233,3.220613,0.08795635
0,120,3.200539,3.246735,0.09046458
0,135,3.299549,3.33065,0.1024924
0,150,3.328009,3.345622,0.1135959
0,165,3.297914,3.303823,0.1237257
0,180,3.220848,3.21687,0.1328767
0,195,3.107589,3.095487,0.1410748
0,210,2.967763,2.949174,0.148368
0,225,2.809701,2.786106,0.1548187
0,240,2.64044,2.613142,0.1604965
0,255,2.465767,2.435892,0.1654744
0,270,2.290308,2.258803,0.1698253
0,285,2.117657,2.085309,0.1736195
0,300,1.95052,1.917965,0.1769229
0,315,1.790833,1.758577,0.1797966
0,330,1.639909,1.608346,0.1822963
0,345,1.49855,1.467974,0.1844719
0,360,1.367146,1.337771,0.1863677
0,375,1.245774,1.217748,0.1880231
0,390,1.134275,1.10769,0.1894722
0,405,1.032317,1.007219,0.1907449
0,420,0.939441,0.9158451,0.1918669
0,435,0.8551123,0.833005,0.1928605
0,450,0.7787518,0.7580993,0.1937445
0,465,0.709759,0.6905128,0.1945354
0,480,0.6475326,0.629634,0.1952467
0,495,0.5914862,0.5748693,0.1958903
0,510,0.5410566,0.5256516,0.196476
0,525,0.4957122,0.4814478,0.1970122
0,540,0.4549557,0.4417596,0.1975061
0,555,0.4183268,0.4061284,0.1979635
0,570,0.3854038,0.3741346,0.1983895
0,585,0.3558017,0.3453955,0.1987883
0,600,0.3291714,0.3195655,0.1991635
0,615,0.3051978,0.2963327,0.1995182
0,630,0.2835978,0.2754176,0.1998549
0,645,0.2641177,0.25657,0.2001758
0,660,0.2465308,0.2395668,0.2004827
0,675,0.2306351,0.2242093,0.2007772
0,690,0.2162503,0.2103205,0.2010607
0,705,0.2032161,0.1977433,0.2013343
0,720,0.1913903,0.1863384,0.201599
