"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Raltegravir|Concentration in container [µmol/l]","Organism|Lumen|Raltegravir|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0
0,3,0.0006065406,0.004970937,0.00359093
0,6,0.00757901,0.02459452,0.0122873
0,9,0.02350413,0.05239201,0.02527731
0,12,0.04705566,0.08508216,0.04160447
0,15,0.07582948,0.1191367,0.05997369
0,18,0.1069547,0.1516003,0.0791418
0,21,0.1377863,0.1804931,0.09809141
0,24,0.1662804,0.2047147,0.1160803
0,27,0.1910884,0.2238508,0.1326305
0,30,0.2114972,0.2379806,0.1474893
0,33,0.2273029,0.2475026,0.1605773
0,36,0.2386699,0.2529901,0.1719375
0,39,0.2459978,0.2550838,0.1816896
0,42,0.2498112,0.2544188,0.1899947
0,45,0.2506784,0.2515803,0.1970299
0,48,0.2491555,0.2470823,0.2029709
0,51,0.2457536,0.2413605,0.2079818
0,54,0.2409207,0.2347736,0.21221
0,57,0.2350375,0.2276109,0.2157839
0,60,0.228419,0.2201015,0.2188139
0,63,0.2213204,0.2124236,0.221393
0,66,0.2139437,0.2047141,0.2235992
0,69,0.2064468,0.1970754,0.2254968
0,72,0.1989503,0.189582,0.2271391
0,75,0.1915446,0.1822881,0.2285698
0,78,0.1842958,0.1752305,0.2298249
0,81,0.1772512,0.1684328,0.2309338
0,84,0.1704426,0.161909,0.2319206
0,87,0.1638902,0.1556652,0.2328051
0,90,0.1576054,0.149702,0.2336036
0,93,0.1515927,0.1440157,0.2343294
0,96,0.1458515,0.1385998,0.2349936
0,99,0.1403774,0.1334455,0.2356052
0,102,0.1351635,0.1285427,0.2361718
0,105,0.1302009,0.1238804,0.2366996
0,108,0.1254796,0.1194471,0.2371937
0,111,0.120989,0.1152313,0.2376585
0,114,0.1167178,0.1112215,0.2380978
0,117,0.1126549,0.1074064,0.2385144
0,120,0.1087891,0.1037749,0.238911
0,135,0.09205122,0.08802298,0.2406595
0,150,0.07879961,0.07550097,0.2421285
0,165,0.06813714,0.06538244,0.2434069
0,180,0.05942114,0.05707982,0.2445428
0,195,0.05219586,0.05017618,0.2455657
0,210,0.04613529,0.04437178,0.2464952
0,225,0.04100193,0.03944686,0.2473456
0,240,0.0366187,0.03523636,0.2481282
0,255,0.03285051,0.03161357,0.2488516
0,270,0.02959258,0.02847961,0.2495231
0,285,0.02676185,0.02575568,0.2501489
0,300,0.0242914,0.02337809,0.2507343
0,315,0.02212681,0.02129485,0.2512836
0,330,0.02022326,0.01946302,0.2518011
0,345,0.01854355,0.0178469,0.25229
0,360,0.01705658,0.01641661,0.2527536
0,375,0.01573623,0.015147,0.2531946
0,390,0.01456038,0.01401676,0.2536153
0,405,0.01351024,0.01300777,0.254018
0,420,0.01256983,0.01210461,0.2544047
0,435,0.01172545,0.01129406,0.2547769
0,450,0.01096539,0.01056478,0.2551363
0,465,0.01027949,0.009906996,0.2554841
0,480,0.009659017,0.009312234,0.2558216
0,495,0.009096378,0.008773168,0.2561499
0,510,0.00858499,0.008283429,0.2564697
0,525,0.008119107,0.007837462,0.256782
0,540,0.007693711,0.007430417,0.2570874
0,555,0.007304404,0.007058042,0.2573866
0,570,0.006947329,0.00671661,0.25768
0,585,0.006619091,0.00640284,0.2579682
0,600,0.006316697,0.006113842,0.2582514
0,615,0.006037503,0.005847063,0.2585301
0,630,0.005779168,0.005600245,0.2588044
0,645,0.005539618,0.005371387,0.2590747
0,660,0.005317012,0.005158714,0.2593412
0,675,0.005109712,0.00496065,0.2596039
0,690,0.00491626,0.004775791,0.259863
0,705,0.004735356,0.004602886,0.2601185
0,720,0.004565839,0.004440822,0.2603707
