"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Raltegravir|Concentration in container [µmol/l]","Organism|Lumen|Raltegravir|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0
0,3,0.001135753,0.006873659,0.0001049274
0,6,0.01818996,0.04899512,0.0004964205
0,9,0.06309325,0.1216516,0.001170763
0,12,0.1335624,0.2162818,0.00210629
0,15,0.2249623,0.3277666,0.003277985
0,18,0.3330522,0.4521531,0.004660256
0,21,0.4541764,0.5862409,0.006229104
0,24,0.5852549,0.7274289,0.007962926
0,27,0.7237151,0.8735858,0.009842539
0,30,0.8674144,1.022952,0.01185097
0,33,1.014566,1.174062,0.01397313
0,36,1.163687,1.325698,0.01619568
0,39,1.313521,1.47683,0.01850653
0,42,1.463015,1.626591,0.02089482
0,45,1.611297,1.774265,0.02335079
0,48,1.757629,1.919249,0.02586551
0,51,1.901396,2.061038,0.02843087
0,54,2.042081,2.199214,0.03103939
0,57,2.179257,2.333431,0.03368424
0,60,2.312574,2.463409,0.03635913
0,63,2.441745,2.588922,0.03905825
0,66,2.566535,2.709789,0.04177622
0,69,2.686757,2.825869,0.04450807
0,72,2.802266,2.937057,0.04724918
0,75,2.912952,3.043278,0.04999527
0,78,3.018739,3.144487,0.05274238
0,81,3.119578,3.240662,0.05548684
0,84,3.215443,3.3318,0.05822524
0,87,3.306329,3.417919,0.06095443
0,90,3.39225,3.499051,0.06367148
0,93,3.473233,3.575239,0.06637367
0,96,3.549323,3.646543,0.06905851
0,99,3.620573,3.713029,0.07172367
0,102,3.68705,3.774776,0.07436702
0,105,3.748829,3.831868,0.07698663
0,108,3.805994,3.884399,0.07958066
0,111,3.858634,3.932466,0.08214749
0,114,3.906847,3.976174,0.08468562
0,117,3.950733,4.015629,0.08719368
0,120,3.990399,4.050942,0.08967044
0,135,4.129318,4.169434,0.1015496
0,150,4.17994,4.202088,0.1125237
0,165,4.157063,4.163833,0.1225476
0,180,4.074927,4.068873,0.1316172
0,195,3.946751,3.930281,0.1397577
0,210,3.784331,3.759642,0.1470149
0,225,3.597903,3.566949,0.1534479
0,240,3.396148,3.360626,0.1591233
0,255,3.186244,3.147598,0.1641111
0,270,2.973977,2.933412,0.1684811
0,285,2.763895,2.722396,0.1723012
0,300,2.559454,2.517813,0.1756354
0,315,2.363189,2.322023,0.1785432
0,330,2.17685,2.136633,0.1810788
0,345,2.00156,1.962641,0.1832914
0,360,1.837928,1.800553,0.1852245
0,375,1.686162,1.650493,0.1869168
0,390,1.546165,1.512298,0.1884023
0,405,1.417612,1.385589,0.1897105
0,420,1.300015,1.269839,0.1908671
0,435,1.192776,1.164417,0.1918941
0,450,1.095229,1.068634,0.1928105
0,465,1.006677,0.9817786,0.1936325
0,480,0.9264125,0.9031317,0.1943738
0,495,0.8537402,0.8319913,0.1950461
0,510,0.7879866,0.767682,0.1956594
0,525,0.7285134,0.7095641,0.196222
0,540,0.6747211,0.6570396,0.1967411
0,555,0.6260532,0.6095545,0.1972225
0,570,0.581997,0.5665997,0.1976715
0,585,0.5420842,0.5277112,0.1980922
0,600,0.5058897,0.4924681,0.1984883
0,615,0.473029,0.4604907,0.1988627
0,630,0.4431562,0.4314376,0.1992182
0,645,0.4159608,0.405003,0.1995568
0,660,0.3911652,0.3809134,0.1998806
0,675,0.3685217,0.3589253,0.200191
0,690,0.3478096,0.3388221,0.2004895
0,705,0.3288326,0.3204109,0.2007772
0,720,0.3114163,0.3035207,0.2010553
